ID,deposits,deposit_amount,withdrawals,withdrawal_amount,declines,biggest_deposit,deposit_amount_variance,withdrawal_amount_variance,nightdeposits,activeweeks,activemonths,propnight,intensity,netloss,logdeclines
customer4451,3,109.41,0,0,0,51.5,549.1827,0,2,2,1,0.666666667,1.5,109.41,0
customer4452,2,800,0,0,0,412,0,0,0,2,1,0,1,800,0
customer4453,3,272,0,0,0,103,261.3333333,0,0,2,1,0,1.5,272,0
customer4454,5,420,0,0,0,103,2080,0,2,4,3,0.4,1.25,420,0
customer4455,2,765,0,0,0,772.5,270112.5,0,0,1,1,0,2,765,0
customer4456,15,1335,5,410,0,206,4116.571429,5657.5,4,9,3,0.266666667,1.666666667,925,0
customer4457,6,811.4,0,0,0,380,19971.52667,0,3,5,3,0.5,1.2,811.4,0
customer4458,4,485,3,822,0,103,2872.916667,149443,0,4,4,0,1,-337,0
customer4459,1,500,8,2025,0,515,0,58113.83929,0,1,1,0,1,-1525,0
customer446,706,21993.83,161,19184.07,0,288.4,984.3262823,15314.37926,236,17,4,0.33427762,41.52941176,2809.76,0
customer4460,1,10,0,0,0,10.3,0,0,0,1,1,0,1,10,0
customer4461,1,2,3,10.44,0,0,0,0.3472,1,1,1,1,1,-8.44,0
customer4462,1,15,0,0,0,15.44,0,0,0,1,1,0,1,15,0
customer4463,10,656.8,0,0,0,123.59,1143.290667,0,3,5,3,0.3,2,656.8,0
customer4464,4,50,0,0,0,20,25,0,0,2,1,0,2,50,0
customer4465,4,151.99,0,0,0,51.5,186.1133583,0,2,2,1,0.5,2,151.99,0
customer4466,1,400,0,0,0,412,0,0,1,1,1,1,1,400,0
customer4467,8,111.55,0,0,0,25,29.82316964,0,2,6,3,0.25,1.333333333,111.55,0
customer4468,2,40,0,0,0,20.6,0,0,0,2,2,0,1,40,0
customer4469,7,751.58,0,0,0,515,30333.19741,0,2,4,4,0.285714286,1.75,751.58,0
customer447,191,5741.17,0,0,0,140,669.2580551,0,61,44,12,0.319371728,4.340909091,5741.17,0
customer4470,1,77.6,0,0,0,80,0,0,0,1,1,0,1,77.6,0
customer4471,3,600,2,200,0,206,0,0,1,3,2,0.333333333,1,400,0
customer4472,2,512,1,400,0,103,41472,0,0,2,2,0,1,112,0
customer4473,5,48.5,0,0,0,21,39.98825,0,0,4,3,0,1.25,48.5,0
customer4474,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4475,1,684.86,0,0,0,350,0,0,0,1,1,0,1,684.86,0
customer4476,4,231,0,0,0,103,2004.25,0,2,2,1,0.5,2,231,0
customer4477,6,1756,0,0,0,432.6,25882.66667,0,2,4,2,0.333333333,1.5,1756,0
customer4478,2,300,0,0,0,206,5000,0,1,2,1,0.5,1,300,0
customer4479,2,426,0,0,0,226.6,338,0,1,1,1,0.5,2,426,0
customer448,183,4178.7,0,0,0,104,206.0604765,0,44,49,12,0.240437158,3.734693878,4178.7,0
customer4480,3,135.8,0,0,0,60,219.5433333,0,0,3,2,0,1,135.8,0
customer4481,1,200.01,0,0,0,206.19,0,0,0,1,1,0,1,200.01,0
customer4482,5,48.98,0,0,0,21,35.59328,0,0,3,2,0,1.666666667,48.98,0
customer4483,3,300,0,0,0,103,0,0,2,3,2,0.666666667,1,300,0
customer4484,4,656.5,1,345,0,206,19326.39583,0,1,4,2,0.25,1,311.5,0
customer4485,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4486,1,101.86,1,101.86,0,105,0,0,0,1,1,0,1,0,0
customer4487,16,1961.3,0,0,0,927,56681.49896,0,6,8,2,0.375,2,1961.3,0
customer4488,4,312,3,59.81,0,190.55,5486,694.6220333,1,3,2,0.25,1.333333333,252.19,0
customer4489,2,533.51,0,0,0,300,1176.61005,0,1,2,2,0.5,1,533.51,0
customer449,69,15470.31,0,0,0,515,10393.14499,0,20,22,8,0.289855072,3.136363636,15470.31,0
customer4490,6,1106.25,0,0,0,210,1621.89375,0,3,5,3,0.5,1.2,1106.25,0
customer4491,1,50,1,76,0,51.5,0,0,0,1,1,0,1,-26,0
customer4492,2,198.6,0,0,0,123.59,856.98,0,1,1,1,0.5,2,198.6,0
customer4493,9,397.9,0,0,0,51.5,129.6261111,0,2,9,7,0.222222222,1,397.9,0
customer4494,7,110.6,0,0,0,20.6,27.48,0,3,4,2,0.428571429,1.75,110.6,0
customer4495,2,25,0,0,0,15.44,12.5,0,0,1,1,0,2,25,0
customer4496,2,160,0,0,0,108.15,800,0,1,2,1,0.5,1,160,0
customer4497,1,50,0,0,0,51.5,0,0,1,1,1,1,1,50,0
customer4498,3,210,0,0,0,103,700,0,2,3,2,0.666666667,1,210,0
customer4499,4,146.2,1,25,0,41.2,462.81,0,3,2,1,0.75,2,121.2,0
customer45,256,8681.88,0,0,0,400,919.6151902,0,65,47,12,0.25390625,5.446808511,8681.88,0
customer450,31,3547,0,0,0,309,7483.384946,0,10,12,4,0.322580645,2.583333333,3547,0
customer4500,2,800,0,0,0,515,20000,0,1,2,2,0.5,1,800,0
customer4501,1,1000,1,600,0,600,0,0,0,1,1,0,1,400,0
customer4502,4,391,0,0,0,103,2.25,0,2,4,3,0.5,1,391,0
customer4503,3,72.65,0,0,0,30.89,67.04083333,0,1,3,2,0.333333333,1,72.65,0
customer4504,1,145.51,0,0,0,150,0,0,1,1,1,1,1,145.51,0
customer4505,3,151,0,0,0,51.5,0.333333333,0,0,3,2,0,1,151,0
customer4506,11,7016.71,2,25.21,0,1957,437520.8179,306.77645,6,7,3,0.545454545,1.571428571,6991.5,0
customer4507,2,240,0,0,0,144.2,800,0,2,2,1,1,1,240,0
customer4508,3,55,0,0,0,51.5,752.3333333,0,0,2,1,0,1.5,55,0
customer4509,5,149,0,0,0,60,360.2,0,2,5,5,0.4,1,149,0
customer451,104,10666,0,0,0,515,7518.579164,0,51,18,4,0.490384615,5.777777778,10666,0
customer4510,8,290.25,0,0,0,75,422.6328125,0,3,8,3,0.375,1,290.25,0
customer4511,5,113.7,0,0,0,41.2,172.838,0,3,4,2,0.6,1.25,113.7,0
customer4512,2,451,0,0,0,252.35,1300.5,0,1,2,2,0.5,1,451,0
customer4513,4,140,0,0,0,41.2,100,0,0,4,2,0,1,140,0
customer4514,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4515,7,158.5,0,0,0,25.75,6.205357143,0,4,5,4,0.571428571,1.4,158.5,0
customer4516,1,485.02,0,0,0,500,0,0,0,1,1,0,1,485.02,0
customer4517,8,1600,0,0,0,309,5714.285714,0,0,8,4,0,1,1600,0
customer4518,1,30,0,0,0,30.89,0,0,1,1,1,1,1,30,0
customer4519,7,363,0,0,0,61.79,14.14285714,0,2,7,2,0.285714286,1,363,0
customer452,103,8965.88,117,10276.55,0,130,7654.138127,14546.85856,33,28,8,0.32038835,3.678571429,-1310.67,0
customer4520,3,204.91,0,0,0,108.15,2737.766033,0,1,3,3,0.333333333,1,204.91,0
customer4521,2,400,0,0,0,206.19,0,0,2,2,1,1,1,400,0
customer4522,1,500,0,0,0,515,0,0,0,1,1,0,1,500,0
customer4523,5,1427.83,0,0,0,921.84,129314.9118,0,3,3,3,0.6,1.666666667,1427.83,0
customer4524,6,109,1,28,0,41.2,140.1666667,0,2,6,3,0.333333333,1,81,0
customer4525,1,150,1,160,0,154.5,0,0,0,1,1,0,1,-10,0
customer4526,3,908.65,0,0,0,515,67429.94083,0,0,3,2,0,1,908.65,0
customer4527,1,1500,1,400,0,1545,0,0,0,1,1,0,1,1100,0
customer4528,2,203,1,101.5,0,103,0,0,2,1,1,1,2,101.5,0
customer4529,5,603,0,0,0,206,2121.8,0,0,5,2,0,1,603,0
customer453,78,10143.87,43,8633.66,0,721,12853.87676,64636.20918,32,34,12,0.41025641,2.294117647,1510.21,0
customer4530,5,335,0,0,0,103,920,0,4,4,4,0.8,1.25,335,0
customer4531,3,699.82,0,0,0,515,62210.26413,0,0,3,3,0,1,699.82,0
customer4532,4,348.24,0,0,0,300,18554.26107,0,0,2,1,0,2,348.24,0
customer4533,11,325,0,0,0,51.5,167.2727273,0,0,10,4,0,1.1,325,0
customer4534,3,300,0,0,0,103,0,0,2,3,3,0.666666667,1,300,0
customer4535,4,150,0,0,0,51.5,208.3333333,0,1,4,2,0.25,1,150,0
customer4536,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4537,1,291.01,0,0,0,300,0,0,0,1,1,0,1,291.01,0
customer4538,2,41.2,0,0,0,41.2,752.72,0,1,1,1,0.5,2,41.2,0
customer4539,3,4523.19,0,0,1,2000,444409.7497,0,1,2,2,0.333333333,1.5,4523.19,0.693147181
customer454,136,26204.38,0,0,0,1339,32565.74588,0,57,49,12,0.419117647,2.775510204,26204.38,0
customer4540,2,600,0,0,0,309,0,0,1,2,2,0.5,1,600,0
customer4541,2,7.09,12,298.12,0,0,1.02245,751.3872424,2,1,1,1,2,-291.03,0
customer4542,2,25.45,0,0,0,15.44,10.35125,0,0,1,2,0,2,25.45,0
customer4543,3,21,0,0,0,10.3,7,0,1,2,2,0.333333333,1.5,21,0
customer4544,2,1000,0,0,0,515,0,0,1,2,2,0.5,1,1000,0
customer4545,5,650,0,0,0,309,9500,0,2,3,2,0.4,1.666666667,650,0
customer4546,4,2015,0,0,0,515,56.25,0,2,3,2,0.5,1.333333333,2015,0
customer4547,7,1402.32,3,1270.61,0,515,43051.82455,144452.074,1,5,3,0.142857143,1.4,131.71,0
customer4548,2,39.38,1,19.4,0,20,0.1682,0,1,2,1,0.5,1,19.98,0
customer4549,1,97,0,0,0,100,0,0,0,1,1,0,1,97,0
customer455,156,2327.63,4,63,0,350,841.4627795,870.25,45,42,12,0.288461538,3.714285714,2264.63,0
customer4550,3,388.01,0,0,0,150,779.4040333,0,1,3,2,0.333333333,1,388.01,0
customer4551,8,240.26,2,80,0,51.5,289.8141643,0,1,8,5,0.125,1,160.26,0
customer4552,6,597,0,0,0,106.09,5.1,0,3,6,5,0.5,1,597,0
customer4553,7,1900,0,0,0,515,25714.28571,0,5,7,4,0.714285714,1,1900,0
customer4554,1,100.89,0,0,0,104,0,0,1,1,1,1,1,100.89,0
customer4555,4,313.31,2,194,0,100,1545.193025,0,0,2,1,0,2,119.31,0
customer4556,8,170.28,0,0,0,60,244.4889429,0,4,5,2,0.5,1.6,170.28,0
customer4557,5,900,0,0,0,216.3,2000,0,3,4,3,0.6,1.25,900,0
customer4558,13,492,0,0,0,56.65,157.8076923,0,9,12,6,0.692307692,1.083333333,492,0
customer4559,2,15,0,0,0,10.3,12.5,0,0,2,1,0,1,15,0
customer456,63,15572.85,0,0,0,2060,149767.6768,0,36,26,10,0.571428571,2.423076923,15572.85,0
customer4560,2,406,0,0,0,206,18,0,0,2,2,0,1,406,0
customer4561,2,100.7,0,0,0,52,0.245,0,2,2,2,1,1,100.7,0
customer4562,6,101,0,0,0,25.75,42.56666667,0,0,6,2,0,1,101,0
customer4563,3,60.6,0,0,0,25.75,22.12,0,1,3,1,0.333333333,1,60.6,0
customer4564,13,5887.21,0,0,6,1000,51707.15219,0,3,4,2,0.230769231,3.25,5887.21,1.945910149
customer4565,3,100,0,0,0,41.2,133.3333333,0,1,3,2,0.333333333,1,100,0
customer4566,5,142,2,112.02,0,30.89,195.3,226.845,2,2,2,0.4,2.5,29.98,0
customer4567,1,90,0,0,0,100,0,0,1,1,1,1,1,90,0
customer4568,6,198.18,0,0,0,51.94,207.62816,0,2,6,6,0.333333333,1,198.18,0
customer4569,7,2856,0,0,0,1347.24,282802.6667,0,2,5,3,0.285714286,1.4,2856,0
customer457,115,2265.22,4,887,0,56.65,129.8187309,12780.91667,47,17,4,0.408695652,6.764705882,1378.22,0
customer4570,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4571,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4572,1,50,0,0,0,51.5,0,0,0,1,1,0,1,50,0
customer4573,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4574,1,3.5,1,3.5,0,0,0,0,0,1,1,0,1,0,0
customer4575,5,238,0,0,0,103,2351.3,0,1,5,3,0.2,1,238,0
customer4576,2,30,1,30,0,0,50,0,0,2,2,0,1,0,0
customer4577,24,783.79,2,117.03,0,52,218.2851737,145.01045,2,15,8,0.083333333,1.6,666.76,0
customer4578,3,412,1,206,0,206,12945.33333,0,0,1,1,0,3,206,0
customer4579,2,150,1,50,0,103,1250,0,1,2,2,0.5,1,100,0
customer458,69,4916,1,25,0,800,23397.18841,0,21,20,7,0.304347826,3.45,4891,0
customer4580,5,841.38,1,381.88,0,154.5,15582.61088,0,1,4,2,0.2,1.25,459.5,0
customer4581,6,1141.92,1,105.41,0,494.39,27640.0544,0,2,3,2,0.333333333,2,1036.51,0
customer4582,8,1460.71,2,51,0,1100,131384.587,1200.5,3,5,4,0.375,1.6,1409.71,0
customer4584,1,349.22,0,0,0,360,0,0,0,1,1,0,1,349.22,0
customer4585,19,5506.59,0,0,0,550,26164.19501,0,6,13,8,0.315789474,1.461538462,5506.59,0
customer4586,5,853,0,0,0,309,14246.8,0,2,4,2,0.4,1.25,853,0
customer4587,3,400,0,0,0,206,3333.333333,0,2,1,1,0.666666667,3,400,0
customer4588,2,400,0,0,0,309,20000,0,1,2,2,0.5,1,400,0
customer459,331,39379.31,0,0,0,1030,14963.00699,0,156,43,12,0.471299094,7.697674419,39379.31,0
customer4591,6,590,0,0,0,200,3296.666667,0,0,5,3,0,1.2,590,0
customer4592,3,131.2,0,0,0,51.5,41.81333333,0,2,3,3,0.666666667,1,131.2,0
customer4593,3,613.06,0,0,0,226,69.82973333,0,1,2,1,0.333333333,1.5,613.06,0
customer4594,1,700,1,700,0,0,0,0,1,1,1,1,1,0,0
customer4595,3,63,1,2,0,30.89,63,0,0,2,2,0,1.5,61,0
customer4596,1,19,0,0,0,20,0,0,0,1,1,0,1,19,0
customer4597,9,182.6,0,0,0,41.2,153.5011111,0,4,3,2,0.444444444,3,182.6,0
customer4598,2,200.3,1,10,0,195.7,16254.045,0,1,2,1,0.5,1,190.3,0
customer4599,3,650,0,0,0,412,27708.33333,0,2,2,1,0.666666667,1.5,650,0
customer46,60,5542,11,1090,0,309,2766.303955,1229.090909,40,20,6,0.666666667,3,4452,0
customer460,9,5218,1,3300,0,2060,338990.4444,0,1,5,4,0.111111111,1.8,1918,0
customer4600,6,493.3,0,0,0,144.2,2417.081667,0,2,3,2,0.333333333,2,493.3,0
customer4601,5,275,0,0,0,144.2,2300,0,1,4,3,0.2,1.25,275,0
customer4602,3,1485,0,0,0,515,75,0,0,3,3,0,1,1485,0
customer4603,6,742.5,0,0,0,206,3857.175,0,3,6,4,0.5,1,742.5,0
customer4604,3,314,0,0,0,199.81,7585.333333,0,0,2,2,0,1.5,314,0
customer4605,6,151.5,0,0,0,51.5,147.375,0,2,6,4,0.333333333,1,151.5,0
customer4606,1,50,0,0,0,51.5,0,0,0,1,1,0,1,50,0
customer4607,1,9,1,9,0,0,0,0,0,1,1,0,1,0,0
customer4608,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4609,4,400,0,0,0,103,0,0,0,3,2,0,1.333333333,400,0
customer461,194,8493.61,23,1241.36,0,772.5,8637.878899,5649.9898,29,21,5,0.149484536,9.238095238,7252.25,0
customer4610,4,69.84,0,0,0,31,89.69913333,0,2,3,2,0.5,1.333333333,69.84,0
customer4611,8,282,0,0,0,51.5,152.5,0,2,5,2,0.25,1.6,282,0
customer4612,3,300,0,0,0,103,0,0,2,3,3,0.666666667,1,300,0
customer4613,2,153,0,0,0,103,1104.5,0,0,1,1,0,2,153,0
customer4614,6,70,0,0,0,20.6,16.66666667,0,1,3,1,0.166666667,2,70,0
customer4615,2,350,0,0,0,250,11250,0,0,2,2,0,1,350,0
customer4616,2,100,0,0,0,51.5,0,0,1,2,1,0.5,1,100,0
customer4617,6,221.5,1,150,0,51.5,445.0416667,0,1,6,3,0.166666667,1,71.5,0
customer4619,2,78,0,0,0,49.44,162,0,2,2,2,1,1,78,0
customer462,312,17644.72,1,25,0,1100,6178.214114,0,176,49,12,0.564102564,6.367346939,17619.72,0
customer4620,3,229.5,0,0,0,103,5294.25,0,0,2,1,0,1.5,229.5,0
customer4621,3,815,0,0,0,566.5,71908.33333,0,1,3,2,0.333333333,1,815,0
customer4622,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4623,1,100,0,0,0,103,0,0,1,1,1,1,1,100,0
customer4624,5,290,0,0,0,100,620,0,1,4,4,0.2,1.25,290,0
customer4625,6,970,0,0,0,300,6242.266667,0,3,4,2,0.5,1.5,970,0
customer4626,4,325.5,0,0,0,104.03,660.8958333,0,0,4,3,0,1,325.5,0
customer4627,5,265,0,0,0,77.25,220,0,1,4,2,0.2,1.25,265,0
customer4628,2,405,0,0,0,206,12.5,0,1,2,2,0.5,1,405,0
customer4629,3,107.45,1,4.45,0,103,3090.150833,0,0,2,2,0,1.5,103,0
customer463,58,23533.88,0,0,3,2060,92257.54738,0,20,26,11,0.344827586,2.230769231,23533.88,1.386294361
customer4630,1,13.09,1,13.09,0,0,0,0,1,1,1,1,1,0,0
customer4631,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4632,4,277.3,0,0,0,100,738.4891667,0,0,3,2,0,1.333333333,277.3,0
customer4633,6,546.2,1,86.6,0,100,260.1666667,0,5,3,2,0.833333333,2,459.6,0
customer4634,2,40.6,0,0,0,20.62,0.18,0,1,2,2,0.5,1,40.6,0
customer4635,2,50,0,0,0,25.75,0,0,1,2,2,0.5,1,50,0
customer4636,11,615,0,0,0,103,454.0909091,0,5,9,4,0.454545455,1.222222222,615,0
customer4637,2,291.01,0,0,0,200,4705.47005,0,0,2,2,0,1,291.01,0
customer4638,1,40,2,40,0,0,0,0,0,1,1,0,1,0,0
customer4639,3,655,0,0,0,365.65,16508.33333,0,1,3,3,0.333333333,1,655,0
customer464,113,2745.08,0,0,0,150,350.1095647,0,42,23,6,0.371681416,4.913043478,2745.08,0
customer4640,1,250,0,0,0,257.5,0,0,0,1,1,0,1,250,0
customer4641,3,141.2,0,0,0,103,2477.813333,0,1,2,2,0.333333333,1.5,141.2,0
customer4642,1,60,0,0,0,61.79,0,0,0,1,1,0,1,60,0
customer4643,2,220,0,0,0,120,200,0,0,1,1,0,2,220,0
customer4644,2,1041,0,0,0,772.5,105340.5,0,0,2,2,0,1,1041,0
customer4645,4,388.05,3,260.04,0,80.34,11442.11369,20029.8672,0,2,2,0,2,128.01,0
customer4646,2,242.84,2,240,0,0,690.4328,800,1,2,1,0.5,1,2.84,0
customer4647,2,130,1,108,0,103,2450,0,1,2,2,0.5,1,22,0
customer4648,2,128.75,0,0,0,128.75,7350.78125,0,0,1,1,0,2,128.75,0
customer4649,4,270,4,376,0,0,1625,7544,0,1,1,0,4,-106,0
customer465,8,352,0,0,0,100,549.4285714,0,5,7,3,0.625,1.142857143,352,0
customer4650,2,690,0,0,0,695.25,217800,0,1,1,1,0.5,2,690,0
customer4651,1,200,0,0,0,206,0,0,1,1,1,1,1,200,0
customer4652,8,772.35,0,0,0,106.09,101.0533982,0,2,8,5,0.25,1,772.35,0
customer4653,4,375,0,0,0,103,156.25,0,1,2,1,0.25,2,375,0
customer4654,12,220,0,0,0,20.6,6.060606061,0,2,10,6,0.166666667,1.2,220,0
customer4655,3,694.03,0,0,0,550,69495.64863,0,1,2,2,0.333333333,1.5,694.03,0
customer4656,4,141,0,0,0,41.2,90.25,0,1,4,3,0.25,1,141,0
customer4657,9,705.45,2,110,0,206,3719.0225,4050,2,9,4,0.222222222,1,595.45,0
customer4658,2,200,0,0,0,103,0,0,0,2,2,0,1,200,0
customer4659,2,170,0,0,0,154.5,8450,0,2,2,2,1,1,170,0
customer466,92,17593.75,0,0,0,515,19901.93869,0,29,14,4,0.315217391,6.571428571,17593.75,0
customer4660,6,1876.02,0,0,0,515,10086.50536,0,3,6,5,0.5,1,1876.02,0
customer4661,8,229.4,0,0,0,50,252.9021429,0,3,3,3,0.375,2.666666667,229.4,0
customer4662,4,130,0,0,0,61.79,491.6666667,0,1,4,3,0.25,1,130,0
customer4663,3,81,0,0,0,41.2,127,0,0,2,2,0,1.5,81,0
customer4664,14,1186.9,5,985.13,0,105,11056.66937,20320.83438,3,5,3,0.214285714,2.8,201.77,0
customer4665,2,206,0,0,0,206,18818,0,0,1,1,0,2,206,0
customer4666,2,40,0,0,0,20.6,0,0,0,2,1,0,1,40,0
customer4667,2,81,0,0,0,51.5,180.5,0,1,2,1,0.5,1,81,0
customer4668,1,2000,0,0,0,2060,0,0,1,1,1,1,1,2000,0
customer4669,4,283,0,0,0,103,2128.916667,0,0,4,2,0,1,283,0
customer467,58,1525.46,31,831.83,0,159.64,543.2842094,517.2751226,18,23,8,0.310344828,2.52173913,693.63,0
customer4670,2,2015,0,0,1,2060,1970112.5,0,0,1,1,0,2,2015,0.693147181
customer4671,8,762.71,0,0,0,300,6725.841727,0,2,6,4,0.25,1.333333333,762.71,0
customer4672,4,353,0,0,0,103,652.25,0,0,4,3,0,1,353,0
customer4673,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4674,3,153,0,0,0,103,2353,0,3,1,1,1,3,153,0
customer4675,1,485.02,0,0,0,500,0,0,0,1,1,0,1,485.02,0
customer4676,1,40,0,0,0,41.2,0,0,0,1,1,0,1,40,0
customer4677,2,197,0,0,0,103,4.5,0,0,2,2,0,1,197,0
customer4678,2,40,0,0,0,25.75,50,0,1,2,1,0.5,1,40,0
customer4679,6,377.1,2,286.46,0,75,821.09504,10333.4688,2,4,2,0.333333333,1.5,90.64,0
customer468,242,20184.86,0,0,0,312,2207.570243,0,104,40,12,0.429752066,6.05,20184.86,0
customer4680,2,150,0,0,0,103,1250,0,0,2,2,0,1,150,0
customer4681,4,97.14,0,0,0,50,270.9925667,0,2,4,3,0.5,1,97.14,0
customer4682,3,1904,0,0,0,1035,104805.3333,0,1,2,2,0.333333333,1.5,1904,0
customer4683,2,167.75,1,30,0,142,5805.03125,0,0,2,1,0,1,137.75,0
customer4684,4,178.58,0,0,0,51.5,29.1041,0,1,4,4,0.25,1,178.58,0
customer4685,8,1128,1,150,0,500,7039.714286,0,2,6,5,0.25,1.333333333,978,0
customer4686,3,175,0,0,0,103,1458.333333,0,1,2,2,0.333333333,1.5,175,0
customer4687,2,45.75,0,0,0,25.75,9.03125,0,0,2,1,0,1,45.75,0
customer4688,3,403,0,0,0,309,22936.33333,0,3,3,2,1,1,403,0
customer4689,3,2170,0,0,0,1514.1,440633.3333,0,1,2,1,0.333333333,1.5,2170,0
customer469,72,825,0,0,0,46.34,65.66021127,0,29,17,4,0.402777778,4.235294118,825,0
customer4690,3,110,0,0,0,61.79,433.3333333,0,1,3,2,0.333333333,1,110,0
customer4691,1,1000,0,0,0,1030,0,0,0,1,1,0,1,1000,0
customer4692,3,970.04,0,0,0,500,19603.70003,0,0,2,1,0,1.5,970.04,0
customer4693,1,80,0,0,0,41.2,0,0,1,1,1,1,1,80,0
customer4694,8,82.82,0,0,0,20,27.92547857,0,3,5,3,0.375,1.6,82.82,0
customer4695,8,7903,5,2346,0,1545,204547.5536,225143.2,2,8,5,0.25,1,5557,0
customer4696,3,196.8,0,0,0,77.25,67.08,0,2,3,2,0.666666667,1,196.8,0
customer4697,8,323,0,0,0,66.95,455.125,0,3,3,2,0.375,2.666666667,323,0
customer4698,4,154.72,0,0,0,51.5,187.9829333,0,1,4,3,0.25,1,154.72,0
customer4699,1,50,0,0,0,51.5,0,0,0,1,1,0,1,50,0
customer47,429,28639.91,0,0,58,824,4828.648463,0,241,47,11,0.561771562,9.127659574,28639.91,4.077537444
customer470,14,1897.2,0,0,0,194,1140.080365,0,3,11,7,0.214285714,1.272727273,1897.2,0
customer4700,4,350,0,0,0,103,625,0,1,4,3,0.25,1,350,0
customer4701,2,6,0,0,0,6.18,0,0,0,1,1,0,2,6,0
customer4702,5,116.05,0,0,0,41.2,345.6455,0,2,4,2,0.4,1.25,116.05,0
customer4703,7,970,0,0,0,257.5,3747.619048,0,3,6,2,0.428571429,1.166666667,970,0
customer4704,1,10,0,0,0,10.3,0,0,0,1,1,0,1,10,0
customer4705,7,490.84,0,0,4,105,1030.169367,0,3,6,2,0.428571429,1.166666667,490.84,1.609437912
customer4706,2,200,0,0,0,103,0,0,0,2,2,0,1,200,0
customer4707,4,85,0,0,0,51.5,272.9166667,0,1,3,2,0.25,1.333333333,85,0
customer4708,2,36,2,336,0,25.75,128,55778,0,2,2,0,1,-300,0
customer4709,6,205,0,0,0,51.5,154.1666667,0,0,3,2,0,2,205,0
customer471,85,18303.13,23,13108.7,4,1400,60405.82753,454567.8928,31,19,5,0.364705882,4.473684211,5194.43,1.609437912
customer4710,1,194.01,0,0,0,200,0,0,0,1,1,0,1,194.01,0
customer4711,1,51.41,0,0,0,50,0,0,0,1,1,0,1,51.41,0
customer4712,1,200,0,0,0,206,0,0,0,1,1,0,1,200,0
customer4713,1,4,0,0,0,4.12,0,0,0,1,1,0,1,4,0
customer4715,4,600,0,0,0,206,3333.333333,0,3,4,3,0.75,1,600,0
customer4716,10,698,1,10,0,206,3067.066667,0,5,7,4,0.5,1.428571429,688,0
customer4717,4,2750,0,0,0,1030,57291.66667,0,1,3,2,0.25,1.333333333,2750,0
customer4718,2,300,1,325.04,0,180.25,1250,0,0,1,1,0,2,-25.04,0
customer4719,3,89.41,0,0,0,46.39,231.8030333,0,0,3,3,0,1,89.41,0
customer472,153,2381.32,15,751.45,0,30.89,79.51843765,1284.469852,47,30,8,0.307189542,5.1,1629.87,0
customer4720,2,77.16,0,0,0,75,2233.7928,0,0,2,2,0,1,77.16,0
customer4721,2,74.69,0,0,0,52,342.95805,0,2,2,2,1,1,74.69,0
customer4722,1,100,0,0,0,103,0,0,0,1,1,0,1,100,0
customer4723,3,280.03,1,25.03,0,154.5,4006.283633,0,1,3,2,0.333333333,1,255,0
customer4724,1,100,0,0,0,103,0,0,1,1,1,1,1,100,0
customer4725,3,110.74,0,0,0,51.5,235.9825333,0,1,3,2,0.333333333,1,110.74,0
customer4726,2,394.01,0,0,0,200,17.94005,0,0,2,2,0,1,394.01,0
customer4727,3,1839.52,0,0,0,824,58664.61013,0,2,3,3,0.666666667,1,1839.52,0
customer4728,1,150,0,0,0,103,0,0,1,1,1,1,1,150,0
customer4729,1,145.5,0,0,0,150,0,0,0,1,1,0,1,145.5,0
customer473,55,881.63,0,0,0,50,118.8263517,0,23,20,7,0.418181818,2.75,881.63,0
customer4730,3,245,0,0,0,100,801.3333333,0,0,1,1,0,3,245,0
customer4731,6,4425.02,0,0,0,1030,76625.48007,0,3,5,4,0.5,1.2,4425.02,0
customer4733,9,443.5,0,0,0,103,516.3194444,0,3,5,1,0.333333333,1.8,443.5,0
customer4734,4,450,0,0,0,154.5,625,0,0,4,3,0,1,450,0
customer4735,2,113.27,3,1500.7,0,113.3,5695.64645,10000.16333,2,2,2,1,1,-1387.43,0
customer4736,2,105,0,0,0,103,4512.5,0,0,2,2,0,1,105,0
customer4737,2,205.8,1,50,0,206,18470.42,0,1,2,1,0.5,1,155.8,0
customer4738,1,20,0,0,0,20.6,0,0,0,1,1,0,1,20,0
customer4739,1,86.5,1,85,0,0,0,0,0,1,1,0,1,1.5,0
customer474,61,1808.19,4,100,0,154.5,810.3192555,0,21,31,11,0.344262295,1.967741935,1708.19,0
customer4740,1,110,0,0,0,113.3,0,0,0,1,1,0,1,110,0
customer4741,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0
customer4742,4,75.56,0,0,0,25,30.49006667,0,1,4,3,0.25,1,75.56,0
customer4743,2,486,0,0,0,299.73,4608,0,1,2,2,0.5,1,486,0
customer4744,5,6097,0,0,1,2060,643681.8,0,0,3,3,0,1.666666667,6097,0.693147181
